id,age,category_id,college,depth_position,depth_rank,dob,espn_id,experience,first_name,height,is_active,is_rookie,last_name,league_id,name,number,position,position_group,race,role_id,slug,sports_reference_id,team_id,url,weight,yahoo_id,ast,ast_pct,blk,blk_pct,date,draft_kings_fp,draft_kings_ratio,draft_kings_salary,draft_street_daily_fp,draft_street_daily_ratio,draft_street_daily_salary,draftday_fp,draftday_ratio,draftday_salary,draftster_fp,draftster_ratio,draftster_salary,dreb,dreb_pct,drtg,efg,fanduel_fp,fanduel_ratio,fanduel_salary,fantasy_aces_fp,fantasy_aces_ratio,fantasy_aces_salary,fantasy_feud_fp,fantasy_feud_ratio,fantasy_feud_salary,fantasy_score_fp,fantasy_score_ratio,fantasy_score_salary,fanthrowdown_fp,fanthrowdown_ratio,fanthrowdown_salary,fga,fgm,fta,ftm,game_play_probability,game_start,minutes,nba_game_id,nba_team_id,nerd,opponent_id,oreb,oreb_pct,ortg,p3a,p3m,pf,pts,season,star_street_fp,star_street_ratio,star_street_salary,stl,stl_pct,tov,tov_pct,treb,treb_pct,ts,usg,yahoo_fp,yahoo_ratio,yahoo_salary
2216,22,0,,SF,2,1990-12-14,2490620,0,Robert,81,True,True,Covington,3495,Robert Covington,33,GF,2,0,0,robert-covington,covinro01,23,,215,5253,1.4,0.10800000000000001,0.5,0.017,2015-11-21,20.25,4.5,4500,16.45,0.0,0,19.18,2.72,7050,19.2,3.76,5100,3.2,0.158,103.9,0.556,18.88,3.43,5500,19.1,4.34,4400,16.45,0.24,69100,20.0,4.44,4500,19.35,0.0,0,8.6,3.6,3.2,2.9,1.0,0.79,22.6,19581,23,-6.24,15,1.2,0.054000000000000006,92.4,2.3,0.5,2.1,9.9,2016,18.75,0.0,0,1.2,0.026000000000000002,1.8,0.156,4.4,0.10400000000000001,0.499,24.0,19.13,9.11,21
2218,22,0,,PG,3,1991-02-17,2530722,0,Phil,71,True,True,Pressey,3477,Phil Pressey,26,PG,3,0,0,phil-pressey,pressph01,23,,175,5233,1.7,0.32299999999999995,0.1,0.008,2015-11-21,7.2,2.4,3000,5.7,0.0,0,6.85,1.34,5100,6.45,2.15,3000,0.7,0.084,110.1,0.525,6.65,1.85,3600,6.7,2.03,3300,5.7,0.14,41200,7.05,3.2,2200,6.85,0.0,0,2.6,1.0,0.5,0.1,0.41,0.08,9.0,19581,23,-3.2,15,0.3,0.028999999999999998,92.6,0.7,0.3,0.8,2.6,2016,6.28,0.0,0,0.4,0.021,0.7,0.185,1.0,0.057,0.46,18.2,6.8,6.18,11
2232,23,0,,PG,2,1990-09-08,2489716,1,Matthew,76,True,False,Dellavedova,3508,Matthew Dellavedova,9,G,3,0,0,matthew-dellavedova,dellama01,5,,200,5249,5.0,0.228,0.1,0.002,2015-11-21,24.68,6.02,4100,19.73,0.0,0,23.78,3.33,7150,22.23,6.95,3200,2.5,0.091,113.1,0.612,22.88,5.58,4100,23.03,5.36,4300,19.73,0.33,59900,23.93,6.84,3500,23.78,0.0,0,10.6,4.3,1.1,0.8,0.98,0.43,34.2,19579,5,-8.9,1,0.4,0.015,100.9,4.3,1.5,2.7,11.5,2016,21.78,0.0,0,1.0,0.017,1.8,0.16399999999999998,2.9,0.052000000000000005,0.516,17.5,23.63,16.88,14
2236,0,0,,C,2,1900-01-01,2580913,0,Dewayne,0,True,False,Dedmon,3486,Dewayne Dedmon,0,C,1,0,0,dewayne-dedmon,dedmode01,22,,0,5256,0.4,0.026000000000000002,1.1,0.053,2015-11-21,12.98,3.71,3500,11.73,0.0,0,12.53,2.39,5250,12.7,3.85,3300,2.9,0.223,102.8,0.553,12.4,3.35,3700,12.63,3.08,4100,11.73,0.23,52100,12.98,5.9,2200,12.63,0.0,0,3.1,1.7,1.1,0.7,0.92,0.41,13.9,19577,22,0.72,26,1.6,0.126,107.4,0.0,0.0,2.1,4.1,2016,12.53,0.0,0,0.4,0.012,0.7,0.17300000000000001,4.5,0.174,0.572,14.2,12.4,12.4,10
2244,0,0,,PG,3,1900-01-01,2327449,0,Jorge,0,False,False,Gutierrez,0,Jorge Gutierrez,0,PG,3,0,0,jorge-gutierrez,gutiejo01,16,,0,5265,0.3,0.152,0.0,0.011000000000000001,2015-11-21,1.53,0.0,0,1.13,0.0,0,1.43,0.0,0,1.38,0.0,0,0.2,0.109,99.0,0.429,1.41,0.0,0,1.43,0.0,0,1.13,0.0,0,1.48,0.0,0,1.48,0.0,0,0.7,0.2,0.1,0.0,0.21,0.02,2.5,19578,16,-1.33,11,0.1,0.031,71.3,0.2,0.1,0.3,0.5,2016,1.35,0.0,0,0.1,0.024,0.1,0.141,0.3,0.067,0.336,18.1,1.46,0.0,0
2250,19,0,,PF,1,1995-03-15,3056600,0,Jabari,80,True,True,Parker,3573,Jabari Parker,12,F,2,0,0,jabari-parker,parkeja01,16,,235,5293,1.8,0.131,0.2,0.006,2015-11-21,16.75,4.29,3900,13.2,0.0,0,15.58,2.09,7450,15.78,3.95,4000,2.7,0.11800000000000001,105.4,0.457,15.68,2.85,5500,15.85,3.96,4000,13.2,0.22,61100,16.6,3.61,4600,16.0,0.0,0,8.2,3.3,1.8,1.4,1.0,1.0,26.1,19578,16,-8.45,11,0.7,0.027000000000000003,88.9,0.9,0.3,2.1,8.6,2016,15.4,0.0,0,0.7,0.012,1.5,0.18,3.4,0.07400000000000001,0.478,17.8,15.83,11.31,14
2252,19,0,,SF,2,1995-09-16,3064290,0,Aaron,81,True,True,Gordon,3577,Aaron Gordon,0,F,2,0,0,aaron-gordon,gordoaa01,22,,225,5295,0.8,0.076,0.7,0.033,2015-11-21,14.73,3.59,4100,12.73,0.0,0,14.13,1.74,8100,14.2,4.73,3000,2.8,0.177,105.3,0.58,14.02,3.51,4000,14.23,3.56,4000,12.73,0.19,67500,14.58,4.17,3500,14.38,0.0,0,5.0,2.5,1.7,1.2,0.97,0.4,16.4,19577,22,0.15,26,1.3,0.095,106.4,0.9,0.3,1.9,6.2,2016,14.03,0.0,0,0.5,0.013000000000000001,0.7,0.115,4.1,0.136,0.543,17.9,14.17,11.81,12
2256,20,0,,SG,1,1993-10-07,2991042,0,Nik,78,True,True,Stauskas,3583,Nik Stauskas,0,SG,3,0,0,nik-stauskas,stausni01,23,,205,5319,2.0,0.11900000000000001,0.4,0.011000000000000001,2015-11-21,17.93,4.72,3800,13.88,0.0,0,17.48,2.87,6100,16.3,4.29,3800,2.3,0.091,110.5,0.733,16.44,4.11,4000,16.58,4.15,4000,13.88,0.32,43500,17.03,5.68,3000,17.48,0.0,0,8.6,3.5,1.1,0.8,1.0,1.0,28.2,19581,23,-6.45,15,0.4,0.017,99.6,5.6,1.8,1.6,9.1,2016,16.08,0.0,0,0.6,0.012,0.9,0.091,2.7,0.053,0.501,16.0,17.34,12.39,14
2258,20,0,,PG,1,1994-02-22,2583639,0,Elfrid,76,True,True,Payton,3594,Elfrid Payton,4,PG,3,0,0,elfrid-payton,paytoel01,22,,190,5321,7.0,0.301,0.3,0.009000000000000001,2015-11-21,31.6,5.36,5900,25.45,0.0,0,29.75,2.35,12650,28.78,4.96,5800,3.4,0.106,108.9,0.463,29.52,4.28,6900,29.75,5.95,5000,25.45,0.24,105600,31.3,4.89,6400,30.05,0.0,0,12.3,4.7,4.0,3.0,1.0,1.0,33.8,19577,22,-9.91,26,1.2,0.039,95.4,2.0,0.6,2.6,13.0,2016,28.0,0.0,0,1.5,0.022000000000000002,3.1,0.185,4.6,0.073,0.462,21.5,29.82,12.97,23
2265,20,0,,PG,2,1994-08-24,3059281,0,Tyler,74,True,True,Ennis,3581,Tyler Ennis,4,PG,3,0,0,tyler-ennis,ennisty01,16,,180,5329,0.0,0.0,0.0,0.0,2015-11-21,0.0,0.0,3000,0.0,0.0,0,0.0,0.0,5000,0.0,0.0,3200,0.0,0.0,0.0,0.0,0.0,0.0,3500,0.0,0.0,3000,0.0,0.0,27900,0.0,0.0,2200,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19578,16,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
2269,20,0,,SG,3,1994-07-08,2993873,0,Jordan,77,True,True,Adams,3670,Jordan Adams,3,SG,3,0,0,jordan-adams,adamsjo01,14,,220,5333,0.0,0.0,0.0,0.0,2015-11-21,0.0,0.0,3000,0.0,0.0,0,0.0,0.0,5000,0.0,0.0,3000,0.0,0.0,0.0,0.0,0.0,0.0,3500,0.0,0.0,3000,0.0,0.0,25000,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19583,14,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
2271,23,0,,PG,2,1991-07-14,2530780,0,Shabazz,73,True,True,Napier,3598,Shabazz Napier,13,PG,3,0,0,shabazz-napier,napiesh01,22,,180,5335,2.2,0.255,0.1,0.003,2015-11-21,10.03,3.34,3000,7.83,0.0,0,9.6,1.92,5000,8.95,2.98,3000,0.9,0.087,107.7,0.558,9.22,2.63,3500,9.28,2.44,3800,7.83,0.25,31900,9.73,3.74,2600,9.58,0.0,0,4.3,1.6,0.7,0.5,0.84,0.06,13.2,19577,22,-5.6,26,0.2,0.037000000000000005,87.7,1.6,0.6,1.2,4.1,2016,8.73,0.0,0,0.6,0.022000000000000002,0.9,0.163,1.1,0.064,0.445,20.0,9.52,9.52,10
2272,20,0,,C,2,1994-05-18,3102529,0,Clint,82,True,True,Capela,3587,Clint Capela,98,FC,2,0,0,clint-capela,capelca01,10,,245,5336,0.9,0.06,1.8,0.055999999999999994,2015-11-21,22.05,4.69,4700,20.05,0.0,0,21.3,3.02,7050,21.58,5.83,3700,4.4,0.20199999999999999,102.0,0.6,21.21,4.93,4300,21.55,5.39,4000,20.05,0.32,62000,22.05,10.02,2200,21.55,0.0,0,5.7,3.4,1.5,0.8,0.91,0.33,23.4,19582,10,2.46,20,2.4,0.11800000000000001,109.6,0.0,0.0,3.3,7.9,2016,21.33,0.0,0,0.6,0.013000000000000001,1.0,0.127,6.8,0.159,0.613,14.5,21.21,15.15,14
2276,21,0,,SF,3,1993-09-20,2993874,0,Kyle,81,True,True,Anderson,3586,Kyle Anderson,5,SF,2,0,0,kyle-anderson,anderky01,27,,230,5341,0.1,0.06,0.1,0.026000000000000002,2015-11-21,1.28,0.43,3000,1.03,0.0,0,1.18,0.24,5000,1.23,0.41,3000,0.2,0.14400000000000002,96.7,0.375,1.21,0.35,3500,1.23,0.41,3000,1.03,0.04,28700,1.28,0.58,2200,1.23,0.0,0,0.4,0.1,0.1,0.0,0.17,0.01,1.8,19583,27,-0.32,14,0.1,0.063,82.4,0.1,0.0,0.2,0.4,2016,1.2,0.0,0,0.1,0.034,0.1,0.12,0.3,0.10400000000000001,0.45,13.3,1.21,1.21,10
2277,19,0,,SF,3,1995-05-20,3102534,0,Damien,80,True,True,Inglis,3608,Damien Inglis,17,SF,2,0,0,damien-inglis,inglida01,16,,215,5342,0.0,0.0,0.0,0.0,2015-11-21,0.0,0.0,3000,0.0,0.0,0,0.0,0.0,5000,0.0,0.0,3000,0.0,0.0,0.0,0.0,0.0,0.0,3500,0.0,0.0,3000,0.0,0.0,25000,0.0,0.0,2200,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19578,16,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
2278,21,0,,SG,4,1993-02-09,2566741,0,K.J.,78,True,True,McDaniels,3589,K.J. McDaniels,32,SF,2,0,0,k-j-mcdaniels,mcdankj01,10,,200,5343,0.0,0.053,0.0,0.031,2015-11-21,0.0,0.0,3000,0.0,0.0,0,0.0,0.0,5000,0.0,0.0,0,0.0,0.20600000000000002,104.5,0.0,0.0,0.0,3500,0.0,0.0,3200,0.0,0.0,32600,0.0,0.0,2800,0.0,0.0,0,0.0,0.0,0.0,0.0,0.01,0.0,0.1,19582,10,-0.06,20,0.0,0.084,76.4,0.0,0.0,0.0,0.0,2016,0.0,0.0,0,0.0,0.011000000000000001,0.0,0.20800000000000002,0.0,0.146,0.0,19.3,0.0,0.0,10
2279,23,0,,SG,4,1991-09-07,2528794,0,Joe,78,True,True,Harris,3636,Joe Harris,12,SG,3,0,0,joe-harris,harrijo01,5,,225,5344,0.0,0.081,0.0,0.003,2015-11-21,0.0,0.0,3000,0.0,0.0,0,0.0,0.0,5000,0.0,0.0,3000,0.0,0.165,111.1,0.0,0.0,0.0,3500,0.0,0.0,3300,0.0,0.0,25000,0.0,0.0,2200,0.0,0.0,0,0.0,0.0,0.0,0.0,0.01,0.0,0.1,19579,5,-0.03,1,0.0,0.024,91.5,0.0,0.0,0.0,0.0,2016,0.0,0.0,0,0.0,0.004,0.0,0.068,0.0,0.095,0.0,11.7,0.0,0.0,10
2280,23,0,,SF,3,1991-04-17,2991227,0,Cleanthony,80,True,True,Early,3595,Cleanthony Early,17,SF,2,0,0,cleanthony-early,earlycl01,20,,219,5345,0.0,0.0,0.0,0.0,2015-11-21,0.0,0.0,3000,0.0,0.0,0,0.0,0.0,5000,0.0,0.0,3000,0.0,0.0,0.0,0.0,0.0,0.0,3500,0.0,0.0,3300,0.0,0.0,25000,0.0,0.0,2800,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19582,20,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
2281,20,0,,PF,3,1994-01-07,2614962,0,Jarnell,80,True,True,Stokes,3622,Jarnell Stokes,1,PF,2,0,0,jarnell-stokes,stokeja01,15,,260,5346,0.0,0.0,0.0,0.0,2015-11-21,0.0,0.0,3000,0.0,0.0,0,0.0,0.0,5000,0.0,0.0,3000,0.0,0.0,0.0,0.0,0.0,0.0,3500,0.0,0.0,3000,0.0,0.0,25000,0.0,0.0,2200,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19581,15,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
2282,21,0,,PF,2,1993-06-01,2581084,0,Johnny,81,True,True,O'Bryant III,3615,Johnny O'Bryant III,3,PF,2,0,0,johnny-o-bryant-iii,obryajo01,16,,256,5347,0.6,0.08800000000000001,0.2,0.01,2015-11-21,8.05,2.68,3000,6.6,0.0,0,7.53,0.0,0,7.73,0.0,0,1.8,0.174,103.8,0.407,7.62,2.18,3500,7.75,0.0,0,6.6,0.17,38200,8.0,3.64,2200,7.8,0.0,0,3.4,1.3,0.6,0.4,0.93,0.32,11.6,19578,16,-3.4,11,0.8,0.066,88.3,0.2,0.1,1.2,3.3,2016,7.6,0.0,0,0.2,0.012,0.5,0.109,2.6,0.12,0.44,17.2,7.67,0.0,0
2283,21,0,,PG,3,1993-04-06,2580782,0,Spencer,78,True,True,Dinwiddie,3616,Spencer Dinwiddie,8,PG,3,0,0,spencer-dinwiddie,dinwisp01,8,,200,5349,0.6,0.249,0.0,0.009000000000000001,2015-11-21,3.25,1.08,3000,2.45,0.0,0,3.08,0.62,5000,2.93,0.98,3000,0.3,0.08800000000000001,105.1,0.567,2.98,0.85,3500,3.0,0.86,3500,2.45,0.06,39900,3.15,1.43,2200,3.1,0.0,0,1.5,0.6,0.3,0.1,0.29,0.01,4.2,19580,8,-1.6,30,0.1,0.016,87.8,0.5,0.2,0.3,1.5,2016,2.85,0.0,0,0.2,0.019,0.3,0.16,0.4,0.051,0.46,20.8,3.08,3.08,10
2284,20,0,,SF,1,1994-03-12,2991070,0,Jerami,80,True,True,Grant,3588,Jerami Grant,3,F,2,0,0,jerami-grant,grantje01,23,,210,5350,1.5,0.102,1.3,0.038,2015-11-21,22.25,4.94,4500,18.85,0.0,0,21.15,2.34,9050,21.35,4.54,4700,4.6,0.172,104.8,0.524,21.03,4.78,4400,21.35,5.21,4100,18.85,0.26,71600,22.1,7.37,3000,21.5,0.0,0,7.6,3.3,2.6,1.9,1.0,1.0,25.2,19581,23,-4.58,15,1.8,0.08,95.8,1.4,0.3,2.5,8.8,2016,20.98,0.0,0,0.6,0.013000000000000001,1.5,0.145,6.4,0.126,0.504,18.1,21.18,13.24,16
2285,20,0,,PF,2,1994-01-08,2991039,0,Glenn,78,True,True,Robinson III,3604,Glenn Robinson III,1,SF,2,0,0,glenn-robinson-iii,robingl02,11,,220,5351,0.4,0.068,0.1,0.006999999999999999,2015-11-21,6.2,2.07,3000,5.1,0.0,0,5.88,1.18,5000,5.93,0.0,0,1.0,0.107,102.9,0.583,5.88,1.68,3500,5.95,0.0,0,5.1,0.17,29600,6.1,2.77,2200,6.05,0.0,0,2.5,1.1,0.8,0.5,0.86,0.16,9.9,19578,11,-1.93,16,0.4,0.031,91.0,0.7,0.2,0.8,2.9,2016,5.85,0.0,0,0.4,0.019,0.3,0.08,1.4,0.068,0.514,14.0,5.98,5.98,10
2290,23,0,,SG,3,1991-04-19,2531038,0,Russ,72,True,True,Smith,3617,Russ Smith,2,PG,3,0,0,russ-smith,smithru01,14,,165,5358,0.2,0.151,0.0,0.004,2015-11-21,1.25,0.42,3000,0.85,0.0,0,1.1,0.22,5000,1.15,0.38,3000,0.2,0.08900000000000001,111.5,0.5,1.14,0.33,3500,1.15,0.38,3000,0.85,0.03,25000,1.25,0.57,2200,1.15,0.0,0,0.6,0.2,0.2,0.0,0.16,0.02,1.7,19583,14,-1.69,27,0.0,0.046,71.0,0.2,0.0,0.1,0.6,2016,1.1,0.0,0,0.1,0.015,0.2,0.204,0.2,0.065,0.436,24.4,1.14,1.14,10
2299,21,0,,SG,2,1993-03-20,2608891,1,JaKarr,81,True,False,Sampson,3650,JaKarr Sampson,9,SF,2,0,0,jakarr-sampson,sampsja02,23,,214,5417,0.4,0.084,0.1,0.021,2015-11-21,5.08,1.69,3000,4.08,0.0,0,4.75,0.95,5000,4.83,1.56,3100,1.0,0.16,97.8,0.534,4.76,1.36,3500,4.83,1.42,3400,4.08,0.11,37700,5.03,2.29,2200,4.88,0.0,0,2.1,0.9,0.7,0.4,0.95,0.34,6.9,19581,23,-1.64,15,0.3,0.049,85.5,0.4,0.1,0.7,2.4,2016,4.73,0.0,0,0.2,0.017,0.4,0.14300000000000002,1.3,0.113,0.505,18.6,4.81,4.81,10
2304,0,0,Western Michigan,C,4,1991-03-27,2491063,0,Shayne,83,True,False,Whittington,3676,Shayne Whittington,42,C,1,0,0,shayne-whittington,whittsh01,11,,250,5378,0.0,0.0,0.0,0.0,2015-11-21,0.0,0.0,3000,0.0,0.0,0,0.0,0.0,5000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3500,0.0,0.0,3000,0.0,0.0,25000,0.0,0.0,2200,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19578,11,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
2309,0,0,,C,3,1991-08-09,6577,0,Furkan,82,False,False,Aldemir,3232,Furkan Aldemir,19,PF,2,0,0,furkan-aldemir,aldemfu01,23,,240,5087,0.0,0.051,0.0,0.019,2015-11-21,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.177,104.0,0.5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.12,0.01,0.0,19581,23,0.0,15,0.0,0.127,78.1,0.0,0.0,0.0,0.0,2016,0.0,0.0,0,0.0,0.015,0.0,0.162,0.0,0.15,0.41,10.5,0.0,0.0,0
2312,0,0,Saint Joseph's,PG,2,1991-12-09,2530572,0,Langston,74,True,False,Galloway,3702,Langston Galloway,2,G,3,0,0,langston-galloway,gallola01,20,,202,5388,2.4,0.16,0.4,0.009000000000000001,2015-11-21,23.13,5.38,4300,18.13,0.0,0,22.25,2.63,8450,21.3,4.73,4500,2.6,0.11,109.1,0.593,21.3,4.53,4700,21.48,5.0,4300,18.13,0.25,71600,22.33,5.58,4000,22.28,0.0,0,10.8,4.8,2.7,2.0,0.99,0.54,27.2,19582,20,-3.13,10,0.9,0.044000000000000004,103.3,3.2,1.6,2.4,12.6,2016,20.88,0.0,0,0.9,0.016,1.7,0.133,3.5,0.076,0.526,22.2,22.1,12.28,18
2313,0,0,Fresno State,PG,2,1992-05-07,2530276,0,Tyler,75,True,False,Johnson,3685,Tyler Johnson,8,G,3,0,0,tyler-johnson,johnsty01,15,,190,5376,2.4,0.14300000000000002,0.4,0.016,2015-11-21,18.85,4.83,3900,15.4,0.0,0,18.15,3.36,5400,17.45,4.72,3700,3.0,0.128,100.5,0.556,17.5,4.38,4000,17.7,4.6,3850,15.4,0.26,59000,18.4,8.36,2200,18.15,0.0,0,6.9,2.9,2.0,1.4,0.97,0.31,24.7,19581,15,-2.98,23,1.0,0.042,93.4,2.0,0.9,1.9,7.7,2016,17.1,0.0,0,1.0,0.02,1.4,0.17300000000000001,4.0,0.083,0.494,15.8,17.95,17.95,10
2315,0,0,Alabama,PF,2,1990-06-21,2327577,0,JaMychal,80,True,False,Green,3338,JaMychal Green,41,PF,2,0,0,jamychal-green,greenja01,14,,230,5262,0.6,0.038,0.8,0.026000000000000002,2015-11-21,21.83,6.62,3300,18.58,0.0,0,21.0,3.96,5300,21.0,6.56,3200,4.9,0.22399999999999998,102.8,0.559,20.36,5.5,3700,20.73,6.91,3000,18.58,0.39,48200,21.58,9.81,2200,20.98,0.0,0,7.7,4.0,2.5,1.9,0.92,0.23,25.7,19583,14,-3.99,27,2.4,0.11,95.3,0.8,0.5,3.4,9.6,2016,20.58,0.0,0,0.6,0.011000000000000001,1.7,0.166,7.3,0.16699999999999998,0.539,19.3,20.61,20.61,10
2318,0,0,Gonzaga,PG,3,1991-07-24,2489664,0,David,71,False,False,Stockton,0,David Stockton,9,PG,3,0,0,david-stockton,stockda01,26,,165,5420,0.4,0.237,0.0,0.008,2015-11-21,1.7,0.0,0,1.35,0.0,0,1.65,0.0,0,1.5,0.0,0,0.2,0.07,94.2,0.667,1.54,0.0,0,1.55,0.0,0,1.35,0.0,0,1.65,0.0,0,1.6,0.0,0,0.6,0.3,0.1,0.0,0.19,0.01,2.2,19577,26,-0.35,22,0.0,0.027000000000000003,83.0,0.2,0.1,0.2,0.7,2016,1.45,0.0,0,0.1,0.013999999999999999,0.2,0.13699999999999998,0.2,0.048,0.543,15.9,1.59,0.0,0
2328,19,0,,C,1,1995-12-15,3135048,0,Jahlil,83,True,True,Okafor,3742,Jahlil Okafor,8,C,1,0,0,jahlil-okafor,okafoja01,23,,275,5434,1.9,0.098,0.9,0.021,2015-11-21,28.2,4.09,6900,22.85,0.0,0,26.45,2.1,12600,26.95,4.65,5800,4.5,0.155,104.6,0.508,26.65,4.1,6500,26.95,4.73,5700,22.85,0.22,102800,27.9,4.81,5800,27.25,0.0,0,12.3,5.4,3.7,2.4,1.0,1.0,32.5,19581,23,-0.41,15,1.5,0.051,103.6,1.2,0.6,2.8,14.7,2016,26.48,0.0,0,1.0,0.016,1.9,0.113,6.0,0.102,0.532,22.2,26.95,8.98,30
2329,19,0,,PF,1,1995-08-02,3102531,0,Kristaps,85,True,True,Porzingis,3669,Kristaps Porzingis,0,PF,2,0,0,kristaps-porzingis,porzikr01,20,,220,5464,1.9,0.111,0.8,0.019,2015-11-21,24.05,3.82,6300,20.0,0.0,0,23.03,2.36,9750,22.75,4.95,4600,3.6,0.153,109.9,0.612,22.47,3.75,6000,22.75,4.84,4700,20.0,0.21,93700,23.7,5.64,4200,23.1,0.0,0,9.4,4.5,3.5,2.9,1.0,1.0,27.8,19582,20,-2.33,10,2.0,0.08199999999999999,105.6,2.4,0.7,3.0,11.8,2016,22.28,0.0,0,0.7,0.012,1.9,0.158,5.6,0.11599999999999999,0.54,21.2,22.82,8.78,26
2330,20,0,,SG,2,1995-02-25,2995706,0,Mario,80,True,True,Hezonja,3578,Mario Hezonja,23,SG,3,0,0,mario-hezonja,hezonma01,22,,215,5465,1.3,0.113,0.4,0.013999999999999999,2015-11-21,12.55,4.18,3000,10.45,0.0,0,12.08,2.42,5000,11.78,3.93,3000,2.1,0.158,106.2,0.596,11.77,3.36,3500,11.9,3.97,3000,10.45,0.38,27500,12.3,5.13,2400,12.15,0.0,0,5.0,2.2,1.3,1.2,0.96,0.41,15.1,19577,22,-1.9,26,0.5,0.034,100.3,1.5,0.5,1.3,5.7,2016,11.58,0.0,0,0.5,0.016,0.8,0.136,2.6,0.098,0.517,17.2,12.02,12.02,10
2331,21,0,,PF,2,1993-08-18,2991282,0,Willie,84,True,True,Cauley-Stein,3740,Willie Cauley-Stein,0,C,1,0,0,willie-cauley-stein,caulewi01,26,,240,5466,1.2,0.092,0.5,0.027999999999999997,2015-11-21,13.2,4.0,3300,11.05,0.0,0,12.58,2.11,5950,12.53,3.48,3600,2.4,0.165,104.3,0.527,12.44,3.11,4000,12.6,2.9,4350,11.05,0.24,46500,13.05,2.97,4400,12.75,0.0,0,4.5,2.1,1.4,0.7,0.96,0.29,16.8,19577,26,-0.55,22,0.8,0.051,103.5,0.7,0.3,1.8,5.7,2016,12.3,0.0,0,0.5,0.02,0.9,0.159,3.2,0.10800000000000001,0.548,15.7,12.59,12.59,10
2333,19,0,,SF,2,1996-05-29,3134881,0,Stanley,79,True,True,Johnson,3735,Stanley Johnson,3,SF,2,0,0,stanley-johnson,johnsst04,8,,245,5468,1.1,0.107,0.3,0.009000000000000001,2015-11-21,13.35,3.71,3600,10.55,0.0,0,12.65,1.77,7150,12.53,3.58,3500,2.3,0.152,105.0,0.596,12.39,3.26,3800,12.55,3.69,3400,10.55,0.18,58200,13.05,4.08,3200,12.85,0.0,0,5.9,2.4,1.1,0.6,0.97,0.36,18.1,19580,8,-2.75,30,0.9,0.054000000000000006,97.7,2.2,0.6,1.4,6.3,2016,12.28,0.0,0,0.5,0.015,1.0,0.121,3.2,0.102,0.495,19.0,12.69,12.69,10
2335,19,0,,SF,1,1996-03-26,3135047,0,Justise,78,True,True,Winslow,3719,Justise Winslow,0,SF,2,0,0,justise-winslow,winslju01,15,,220,5470,2.0,0.114,0.3,0.006999999999999999,2015-11-21,21.08,5.27,4000,17.23,0.0,0,19.98,3.25,6150,19.9,4.33,4600,3.4,0.12300000000000001,103.3,0.597,19.8,5.5,3600,20.03,5.01,4000,17.23,0.28,62000,20.78,4.62,4500,20.33,0.0,0,8.8,4.0,2.1,1.3,1.0,1.0,28.4,19581,15,-4.14,23,1.1,0.042,95.8,2.5,0.6,1.7,10.5,2016,19.53,0.0,0,0.9,0.015,1.5,0.139,4.5,0.08199999999999999,0.54,17.1,20.1,16.75,12
2336,19,0,,C,2,1996-03-24,3133628,0,Myles,83,False,True,Turner,3725,Myles Turner,0,C,1,0,0,myles-turner,turnemy01,11,,243,5471,0.0,0.0,0.0,0.0,2015-11-21,0.0,0.0,3200,0.0,0.0,0,0.0,0.0,5850,0.0,0.0,4300,0.0,0.0,0.0,0.0,0.0,0.0,3500,0.0,0.0,3550,0.0,0.0,36700,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19578,11,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
